artist,track,album,listeners,playcount,tags,genre,track_id
Fresno,Onde Está,O Rio A Cidade A Árvore,25787,233545,"fresno, emo, rock, hardcore, pop rock","fresno, emo, rock, hardcore, pop rock",
Fresno,Die Lüge,Revanche,25302,303599,"alternative rock, alternative, Prog-Rock, rock nacional, fresno","alternative rock, alternative, Prog-Rock, rock nacional, fresno",
Fresno,Passado,Redenção,25078,264205,"Very Good, s2, nem precisa falar, muuito emo, rock","Very Good, s2, nem precisa falar, muuito emo, rock",
Fresno,Natureza Caos,Natureza Caos,24628,315304,"emo, Stoner Rock, shoegaze, post-hardcore, emocore","emo, Stoner Rock, shoegaze, post-hardcore, emocore",
Fresno,Europa,Redenção,24478,279393,"fresno, rock, brasil, brazilian, emocore","fresno, rock, brasil, brazilian, emocore",
Fresno,Vou Ter Que Me Virar,Vou Ter Que Me Virar,24455,374014,,,
Fresno,O Que Hoje Você Vê,Ciano,24123,204641,"brazilian, emo, rock alternativo, rock, emocore","brazilian, emo, rock alternativo, rock, emocore",
Fresno,Eu Te Amo / Eu Te Odeio (IÔ-IÔ),Unknown,23389,189835,,,
Fresno,Sobre Todas As Coisas Que Eu...,Redenção,23065,203824,"fresno, loved tracks, ciano","fresno, loved tracks, ciano",
Fresno,Quando Crescer,Revanche,22390,260116,"hardcore, acustic, Believe in Love","hardcore, acustic, Believe in Love",
Fresno,Stonehenge,Quarto dos Livros,22367,213375,"stonehenge, emo, Perfeito, favorite songs, emocore","stonehenge, emo, Perfeito, favorite songs, emocore",
Fresno,Esteja Aqui,Revanche,21934,211065,"rock, fresno, alternative rock, brazilian, vi ao vivo","rock, fresno, alternative rock, brazilian, vi ao vivo",
Fresno,a resposta,Ciano,21218,173090,"emo, roquenrol emotivo portoalegrense, post-hardcore, emocore, yeah","emo, roquenrol emotivo portoalegrense, post-hardcore, emocore, yeah",
Fresno,Isso Não É Um Teste,sua alegria foi cancelada,20995,252425,"emo, Stoner Rock, shoegaze, post-hardcore, emocore","emo, Stoner Rock, shoegaze, post-hardcore, emocore",
Fresno,Nesse Lugar,Revanche,20824,202597,"Athlete, tão linda","Athlete, tão linda",
Fresno,Eu Sou a Maré Viva,Eu Sou A Maré Viva,20730,245278,"rock, alternative, brazilian","rock, alternative, brazilian",
Fresno,logo você,Ciano,20627,171159,"rock, emo, fresno, power pop, brazil","rock, emo, fresno, power pop, brazil",
Fresno,A Minha História Não Acaba Aqui,Revanche,20530,223005,"like it, alternative, alternative rock, hardcore, Progressive rock","like it, alternative, alternative rock, hardcore, Progressive rock",
Fresno,Goodbye,Redenção,20342,177176,"fresno, pop, rock, pop rock, cool","fresno, pop, rock, pop rock, cool",
Fresno,O Ar,A Sinfonia de Tudo Que Há,20262,187913,"rock, hardcore, emo, Progressive rock, brazilian","rock, hardcore, emo, Progressive rock, brazilian",
Fresno,Não Leve A Mal,Revanche,20006,221064,"hardcore, revanche, fresno, FN, chuva","hardcore, revanche, fresno, FN, chuva",
Fresno,Evaporar,O Rio A Cidade A Árvore,19927,198307,"rock, emo, emocore, punk, hardcore","rock, emo, emocore, punk, hardcore",
Fresno,Eu Nunca Fui Embora,Eu Nunca Fui Embora,19662,282955,,,
Fresno,Impossibilidades,O Rio A Cidade A Árvore,19623,163093,"emo, emocore, fresno, rock, memories","emo, emocore, fresno, rock, memories",
Fresno,We'll Fight Together,sua alegria foi cancelada,19246,243575,"emo, Stoner Rock, shoegaze, post-hardcore, emocore","emo, Stoner Rock, shoegaze, post-hardcore, emocore",
Fresno,Se Você Voltar,Revanche,19151,187870,"alternative, alternative rock, hardcore, post-rock, hard rock","alternative, alternative rock, hardcore, post-rock, hard rock",
Fresno,Maior Que As Muralhas,Infinito,18794,190639,"alternative, rock, indie rock, I love this song, rock gaucho","alternative, rock, indie rock, I love this song, rock gaucho",
Fresno,Você Perdeu De Novo,Redenção,18743,156490,"vicio, TO OUVINDO DIRETO, rock, alternative, emocore","vicio, TO OUVINDO DIRETO, rock, alternative, emocore",
Fresno,FUDEU!!!,Vou Ter Que Me Virar,18549,231177,,,
Fresno,Duas Lágrimas,O Rio A Cidade A Árvore,18449,163354,"emo, rock, fresno, brazilian music, Fort Minor","emo, rock, fresno, brazilian music, Fort Minor",
Fresno,Convicção,sua alegria foi cancelada,18389,199944,"rock, screamo, post-hardcore","rock, screamo, post-hardcore",
Fresno,Canção da Noite (Todo Mundo Precisa de Alguém),Revanche,18248,191633,"alternative, rock, hip hop, brazilian, gaucho","alternative, rock, hip hop, brazilian, gaucho",
Fresno,Manifesto (feat. Lenine e Emicida),Unknown,18124,157251,"rock, alternative, alternative rock, brazilian, best of 2014","rock, alternative, alternative rock, brazilian, best of 2014",
Fresno,Teu Semblante,Quarto dos Livros,18081,147536,"indie, emocore, rock, favorite songs, hardcore","indie, emocore, rock, favorite songs, hardcore",
Fresno,quando eu caí,Unknown,17957,239436,"metalcore, hardcore, emo, nyhc, screamo","metalcore, hardcore, emo, nyhc, screamo",
Fresno,enferrujou,Ciano,17328,144167,"emo, rock, independente, seen live, punk","emo, rock, independente, seen live, punk",
Fresno,O Peso do Mundo,Ciano,17027,138552,"emo, brazilian music, fresno, rock, alternative","emo, brazilian music, fresno, rock, alternative",
Fresno,De Verdade,sua alegria foi cancelada,16607,195097,"emo, Stoner Rock, shoegaze, post-hardcore, emocore","emo, Stoner Rock, shoegaze, post-hardcore, emocore",
Fresno,Infância,Ciano,16358,125321,"emo, Need to get, acoustic, brazilian rock, playlist:massa","emo, Need to get, acoustic, brazilian rock, playlist:massa",
Fresno,O Resto É Nada Mais (O Sonho de Um Visconde),Infinito,15457,190103,"infinito, emo, favorites, brazilian, rock nacional","infinito, emo, favorites, brazilian, rock nacional",
Fresno,ELES ODEIAM GENTE COMO NÓS,Vou Ter Que Me Virar,15249,197391,,,
Fresno,Agora Deixa,Vou Ter Que Me Virar,15217,190373,,,
Fresno,INV007: TEU INVERNO FAZ CALOR (feat. Terno Rei),INV007: TEU INVERNO FAZ CALOR (feat. Terno Rei) - Single,15117,123665,,,
Fresno,Farol,Infinito,14983,166935,best of 2013,best of 2013,
Fresno,Orgulho,O Rio A Cidade A Árvore,14539,111467,"emo, punk, Favourite bands, brazillian music, roquenrol emotivo portoalegrense","emo, punk, Favourite bands, brazillian music, roquenrol emotivo portoalegrense",
Fresno,Essa Coisa (Acorda - Trabalha - Repete - Mantém),Vou Ter Que Me Virar,14006,156097,,,
Fresno,Caminho Não Tem Fim,Unknown,13760,170278,,,
Fresno,Eu Não Sei Lidar,sua alegria foi cancelada,13748,142211,,,
Fresno,Sono Profundo,Quarto dos Livros,13684,112356,"emo, acoustic, brazilian, Love it, rock gaucho","emo, acoustic, brazilian, Love it, rock gaucho",
Fresno,Hoje Sou Trovão,A Sinfonia de Tudo Que Há - Deluxe,13554,93466,"rock, hardcore, emo, Progressive rock, brazilian","rock, hardcore, emo, Progressive rock, brazilian",
Fresno,Soneto Para Petr Cech,Ciano,13516,103371,"emo, fresno, rock, emocore, poprock","emo, fresno, rock, emocore, poprock",
Fresno,EVA,EVA - Single,13498,103108,"electronic, Entra no robo shinji","electronic, Entra no robo shinji",
Fresno,Quando o Pesadelo Acabar,Eu Nunca Fui Embora - PARTE 1,13415,132798,,,
Fresno,Camadas,Eu Nunca Fui Embora - PARTE 1,13278,126185,,,
Fresno,Era Pra Sempre,Eu Nunca Fui Embora - PARTE 1,13253,155967,,,
Fresno,Verdades Que Tanto Guardei,O Rio A Cidade A Árvore,13025,101716,"emo, rock, brasil, emocore, brazil","emo, rock, brasil, emocore, brazil",
Fresno,À Prova de Balas,Eu Sou A Maré Viva,12837,114424,"rock, post-hardcore, alternative, alternative rock, brazilian","rock, post-hardcore, alternative, alternative rock, brazilian",
Fresno,Me And You (Foda Eu e Você),Eu Nunca Fui Embora - PARTE 1,12661,120197,,,
Fresno,Seis,Infinito,12433,125811,"fresno, rock, emo, emocore, triste","fresno, rock, emo, emocore, triste",
Fresno,Poeira Estelar,A Sinfonia de Tudo Que Há,12297,121729,"rock, hardcore, emo, Progressive rock, brazilian","rock, hardcore, emo, Progressive rock, brazilian",
Fresno,Homem Ao Mar,Infinito,12071,115611,"hardcore, SXSW 2013, new prog, Pesada, indireta pro tavares","hardcore, SXSW 2013, new prog, Pesada, indireta pro tavares",
Fresno,O Que Sobrou,O Rio A Cidade A Árvore,11921,92966,"emo, rock, emocore, fresno, brazilian music","emo, rock, emocore, fresno, brazilian music",
Fresno,6h34 (NEM LIGA GURIA),Vou Ter Que Me Virar,11893,109885,,,
Fresno,Se Algum Dia Eu Não Acordar,Quarto dos Livros,11785,101778,"seen live, rock, punk, hardcore, emo","seen live, rock, punk, hardcore, emo",
Fresno,Tell Me Lover (feat. Scarypoolparty & Yvette Young),Vou Ter Que Me Virar,11783,101708,,,
Fresno,Sobreviver e Acreditar,Infinito,11473,118855,nem todo o mal desse mundo vai me enfraquecer,nem todo o mal desse mundo vai me enfraquecer,
Fresno,A Gente Morre Sozinho,Cemitério das Boas Intenções,11454,150405,"hardcore, breakdown, odio","hardcore, breakdown, odio",
Fresno,Vida (Biografia em Ré Menor),Infinito,11350,126914,"alternative, epic, screamo, post-hardcore, breakdown","alternative, epic, screamo, post-hardcore, breakdown",
Fresno,Abrace Sua Sombra,A Sinfonia de Tudo Que Há,11307,114154,"rock, hardcore, emo, Progressive rock, brazilian","rock, hardcore, emo, Progressive rock, brazilian",
Fresno,Experiência,O Rio A Cidade A Árvore,11064,78004,"emo, rock, pop rock, brasil, pop punk","emo, rock, pop rock, brasil, pop punk",
Fresno,Planos e Promessas,O Rio A Cidade A Árvore,10862,86262,"rock, emo, punk, seen live, hardcore","rock, emo, punk, seen live, hardcore",
Fresno,Carta,Quarto dos Livros,10806,85078,"emo, screamo, rock brasil, fresno, nxzero","emo, screamo, rock brasil, fresno, nxzero",
Fresno,Carpe Diem,Quarto dos Livros,10704,79287,emo,emo,
Fresno,Grave Acidente,Vou Ter Que Me Virar,10602,93819,,,
Fresno,Sexto Andar,A Sinfonia de Tudo Que Há,10504,95109,"rock, alternative, alternative rock, emo, Progressive rock","rock, alternative, alternative rock, emo, Progressive rock",
Fresno,Outra Vez,O Rio A Cidade A Árvore,10365,83168,emo,emo,
Fresno,Cativeiro (Ana Cruse),Infinito,10257,89798,"fresno, alternative, post-rock, Progressive rock, post-rock screamo","fresno, alternative, post-rock, Progressive rock, post-rock screamo",
Eye,Domestic Drastic,Domestic Drastic,738,4729,,,
Supercombo,Piloto Automático,Amianto,113183,908393,"indie, brazilian rock, rock, brazilian, MELHOR MUSICA DO MUNDO","indie, brazilian rock, rock, brazilian, MELHOR MUSICA DO MUNDO",
SZA,Kill Bill,SOS,1569107,31100528,"pop, psychedelic pop, MySpotigramBot, trip hop, Neo-Soul","pop, psychedelic pop, MySpotigramBot, trip hop, Neo-Soul",
SZA,Good Days,Hits 8 - as Grandes Músicas do Momento,1113940,20088661,"alternative rnb, rnb, Neo-Soul, 2020, soul","alternative rnb, rnb, Neo-Soul, 2020, soul",
SZA,Snooze,SOS,1012359,15443880,"rnb, Neo-Soul, sza, trip hop, american","rnb, Neo-Soul, sza, trip hop, american",
SZA,Broken Clocks,Ctrl,862078,13153916,"rnb, alternative rnb, pop rap, 2017, trap","rnb, alternative rnb, pop rap, 2017, trap",
SZA,Love Galore (feat. Travis Scott),A咖節奏,813708,11432678,"pop rap, alternative rnb, rnb, trap, rap","pop rap, alternative rnb, rnb, trap, rap",
SZA,Low,SOS,804467,12737877,"trap, pop rap, electronic, rnb, Hip-Hop","trap, pop rap, electronic, rnb, Hip-Hop",
SZA,Shirt,Shirt,799343,11313803,"rnb, trap, pop rap, alternative rnb, sza","rnb, trap, pop rap, alternative rnb, sza",
SZA,Nobody Gets Me,SOS,754900,10994619,"indie pop, sad, acoustic, guitar, folk pop","indie pop, sad, acoustic, guitar, folk pop",
SZA,The Weekend,Ctrl,714470,8187120,"alternative rnb, rnb, Neo-Soul, 2017, sza","alternative rnb, rnb, Neo-Soul, 2017, sza",
SZA,Drew Barrymore,Ctrl,705461,11185800,"alternative rnb, Psychedelic Soul, rnb, Neo-Soul, Neo Soul","alternative rnb, Psychedelic Soul, rnb, Neo-Soul, Neo Soul",
SZA,i hate u,Unknown,698078,9165661,"rnb, alternative rnb, love at first listen, downtempo, chillwave","rnb, alternative rnb, love at first listen, downtempo, chillwave",
SZA,Blind,SOS,684690,9083390,"soul, rnb, chamber folk, alternative, sad","soul, rnb, chamber folk, alternative, sad",
SZA,Open Arms (feat. Travis Scott),SOS,659737,8814319,"MySpotigramBot, Neo-Soul, pop rap, rnb, english","MySpotigramBot, Neo-Soul, pop rap, rnb, english",
SZA,Normal Girl,Ctrl,654257,9784155,"Psychedelic Soul, synthpop, rnb, Neo-Soul, alternative rnb","Psychedelic Soul, synthpop, rnb, Neo-Soul, alternative rnb",
SZA,saturn,Unknown,650663,8198698,"space, alternative rnb, soul, Psychedelic Soul, psychedelic pop","space, alternative rnb, soul, Psychedelic Soul, psychedelic pop",
SZA,Supermodel,Ctrl,647748,9608566,"Neo-Soul, rnb, alternative rnb, Hip-Hop, soul","Neo-Soul, rnb, alternative rnb, Hip-Hop, soul",
SZA,Ghost in the Machine (feat. Phoebe Bridgers),SOS,632867,8409929,"art pop, alternative rnb, alternative, Phoebe Bridgers, trip-hop","art pop, alternative rnb, alternative, Phoebe Bridgers, trip-hop",
SZA,Seek & Destroy,SOS,586642,6758487,"pop, angry, introspective, rnb, Bittersweet","pop, angry, introspective, rnb, Bittersweet",
SZA,Used (feat. Don Toliver),SOS,584405,5998824,"synthpop, rnb, pop rap, taylor swift, used","synthpop, rnb, pop rap, taylor swift, used",
SZA,SOS,SOS,579106,4768913,"rnb, taylor swift, Not Trash, sza, MySpotigramBot","rnb, taylor swift, Not Trash, sza, MySpotigramBot",
SZA,Love Language,SOS,573493,5757797,"rnb, taylor swift, sza, love language, ty dolla $ign","rnb, taylor swift, sza, love language, ty dolla $ign",
SZA,Doves in the Wind (feat. Kendrick Lamar),Ctrl (Deluxe),570273,6198800,"alternative rnb, trip hop, Neo-Soul, rnb, Conscious Hip Hop","alternative rnb, trip hop, Neo-Soul, rnb, Conscious Hip Hop",
SZA,Prom,Ctrl,522362,7184038,"alternative rnb, synthpop, Neo-Soul, rnb, alt-pop","alternative rnb, synthpop, Neo-Soul, rnb, alt-pop",
SZA,Garden (Say It Like Dat),Ctrl,515651,6984530,"alternative rnb, Trap Soul, rnb, Hip-Hop, Love","alternative rnb, Trap Soul, rnb, Hip-Hop, Love",
SZA,20 Something,Ctrl,498185,5946092,"Neo-Soul, indie folk, numbers, english, 2010s","Neo-Soul, indie folk, numbers, english, 2010s",
SZA,Go Gina,Ctrl,465680,5241198,"rnb, english, Neo-Soul, taylor swift, contemporary rnb","rnb, english, Neo-Soul, taylor swift, contemporary rnb",
SZA,Notice Me,SOS,463937,3951621,"electronic, rnb, pop rap, taylor swift, sza","electronic, rnb, pop rap, taylor swift, sza",
SZA,Special,SOS,462620,4844546,"acoustic, rnb, folk pop, acoustic pop, sad","acoustic, rnb, folk pop, acoustic pop, sad",
SZA,Smoking on My Ex Pack,SOS,460683,4066962,"hip hop, rap, rnb, MySpotigramBot, electronic","hip hop, rap, rnb, MySpotigramBot, electronic",
SZA,F2F,SOS,459439,5410579,"rock, pop rock, pop punk, alternative rock, pop","rock, pop rock, pop punk, alternative rock, pop",
SZA,Gone Girl,SOS,452389,4327418,"Smooth Soul, rnb, Ballad, Neo-Soul, contemporary rnb","Smooth Soul, rnb, Ballad, Neo-Soul, contemporary rnb",
SZA,Awkward,Ctrl (Deluxe),423784,5385839,"rnb, taylor swift, sza ily, rhodacore","rnb, taylor swift, sza ily, rhodacore",
SZA,The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),413070,3302446,"pop, remix, funk, rnb, calvin harris","pop, remix, funk, rnb, calvin harris",
SZA,Hit Different,Hit Different,408019,4196939,"rnb, Hip-Hop, soul, alternative, rap","rnb, Hip-Hop, soul, alternative, rap",
SZA,Conceited,SOS,406487,3507800,"pop, rnb, english, trap, taylor swift","pop, rnb, english, trap, taylor swift",
SZA,Far,SOS,390939,3657264,"electronic, rnb, english, Neo-Soul, trap","electronic, rnb, english, Neo-Soul, trap",
SZA,Too Late,SOS,382369,3138281,"trap, electronic, pop, guitar, longing","trap, electronic, pop, guitar, longing",
SZA,Anything,Ctrl,367040,3524818,"Psychedelic Soul, art pop, alternative rnb, rnb, chillwave","Psychedelic Soul, art pop, alternative rnb, rnb, chillwave",
SZA,Pretty Little Birds (feat. Isaiah Rashad),Ctrl (Deluxe),347896,3114487,"Psychedelic Soul, Neo-Soul, alternative rnb, electronic, rnb","Psychedelic Soul, Neo-Soul, alternative rnb, electronic, rnb",
SZA,Forgiveless (feat. Ol' Dirty Bastard),SOS,346396,2776197,"MySpotigramBot, hip hop, trip hop, rnb, pop rap","MySpotigramBot, hip hop, trip hop, rnb, pop rap",
SZA,Kill Bill (feat. Doja Cat),Kill Bill (feat. Doja Cat),339799,1891216,"sza, bad, taylor swift, doja cat, brunicore","sza, bad, taylor swift, doja cat, brunicore",
SZA,Wavy (Interlude) (feat. James Fauntleroy),Ctrl (Deluxe),323848,2909766,"soul, rnb, taylor swift, contemporary rnb, alternative rnb","soul, rnb, taylor swift, contemporary rnb, alternative rnb",
SZA,Miles,Ctrl (Deluxe),283365,1850718,taylor swift,taylor swift,
SZA,2AM,Ctrl (Deluxe),240471,2527543,"rnb, electronic, synthpop, taylor swift, ctrl","rnb, electronic, synthpop, taylor swift, ctrl",
SZA,Percolator,Ctrl (Deluxe),222682,1630302,"soul, rnb, taylor swift","soul, rnb, taylor swift",
SZA,Power Is Power (feat. The Weeknd & Travis Scott),Unknown,216668,1458394,"rnb, Soundtrack, Hip-Hop, urban, american","rnb, Soundtrack, Hip-Hop, urban, american",
SZA,Tread Carefully,tread carefully,211967,1601325,"soul, rnb, taylor swift, alternative rnb, brunicore","soul, rnb, taylor swift, alternative rnb, brunicore",
SZA,Babylon (feat. Kendrick Lamar),Z [Explicit],202056,1060541,"wonky, alternative rnb, electronic, rnb, pop rap","wonky, alternative rnb, electronic, rnb, pop rap",
SZA,Kill Bill - Sped Up Version,Kill Bill,198945,913841,"taylor swift, sped up","taylor swift, sped up",
SZA,Julia,Z,199014,1363426,"synthpop, electronic, rnb, love at first listen, Disco","synthpop, electronic, rnb, love at first listen, Disco",
SZA,Sweet November,Z,197882,1230357,"Neo-Soul, soul, rnb, electronic, trip-hop","Neo-Soul, soul, rnb, electronic, trip-hop",
SZA,Love Galore (Alt Version),Ctrl (Deluxe),195878,1798873,"electronic, rnb, english, willowcore, wb sza","electronic, rnb, english, willowcore, wb sza",
SZA,The Other Side (from Trolls World Tour),Unknown,186139,904556,"sza, Soundtrack, Disco, pop, dance","sza, Soundtrack, Disco, pop, dance",
SZA,Jodie,Ctrl (Deluxe),173199,1525954,"electronic, indie pop, rnb, names of people","electronic, indie pop, rnb, names of people",
SZA,Snooze (Acoustic) (feat. Justin Bieber),Unknown,161180,973793,"rnb, justin bieber, sza","rnb, justin bieber, sza",
SZA,Doves in the Wind,Unknown,156761,919270,"alternative rnb, rnb, Neo-Soul, Pussy, Hip-Hop","alternative rnb, rnb, Neo-Soul, Pussy, Hip-Hop",
SZA,Warm Winds (feat. Isaiah Rashad),Z [Explicit],148310,789780,"Neo-Soul, contemporary rnb, rnb, alternative rnb, isaiah rashad","Neo-Soul, contemporary rnb, rnb, alternative rnb, isaiah rashad",
SZA,HiiiJack,Z,139246,665685,"electronic, synthpop, rnb, wonky, contemporary rnb","electronic, synthpop, rnb, wonky, contemporary rnb",
SZA,Child's Play (feat. Chance The Rapper),Unknown,130193,669107,"rnb, electronic, female vocalists, r&b, Like","rnb, electronic, female vocalists, r&b, Like",
SZA,Ghost in the Machine,Apple Music Live: SZA,129147,505520,,,
SZA,Ur,Z,126950,634540,"electronic, trip hop, Dope, rnb, alternative rnb","electronic, trip hop, Dope, rnb, alternative rnb",
SZA,Love Galore,Love Galore,120932,1107361,"sza, rnb, hino, alternative rnb, travis scott","sza, rnb, hino, alternative rnb, travis scott",
SZA,Quicksand,"Insecure (Music from the HBO Original Series), Season 2",115396,767275,"rnb, Hip-Hop, jazz, pop, love at first listen","rnb, Hip-Hop, jazz, pop, love at first listen",
SZA,Green Mile,Z,89024,435346,"alternative rnb, ambient, rnb, soul, Psychedelic Soul","alternative rnb, ambient, rnb, soul, Psychedelic Soul",
SZA,Saturn - Live,Saturn,84514,742762,,,
SZA,Shattered Ring,Z,79946,391872,"rnb, love at first listen, alternative rnb, alternative, downtempo","rnb, love at first listen, alternative rnb, alternative, downtempo",
SZA,Omega,Z,77368,360628,"rnb, alternative rnb, trip hop, amazing, ethereal","rnb, alternative rnb, trip hop, amazing, ethereal",
SZA,Pretty Little Birds,Unknown,62886,281639,"rnb, alternative rnb, isaiah rashad","rnb, alternative rnb, isaiah rashad",
SZA,Wavy (Interlude),Unknown,61039,313030,"rnb, alternative rnb, best interlude ever","rnb, alternative rnb, best interlude ever",
SZA,Kill Bill - Acoustic,Kill Bill (Acoustic),52999,230914,,,
SZA,Forgiveless,Apple Music Live: SZA,50203,168593,,,
SZA,Kill Bill - Vocals,Kill Bill,42518,133477,,,
SZA,Saturn - Sped Up,Saturn,41145,152022,,,
SZA,"Power is Power (feat. SZA, The Weeknd, Travis Scott) - from For The Throne (Music Inspired by the HBO Series Game of Thrones)","Power is Power (feat. SZA, The Weeknd, Travis Scott) [from For The Throne (Music Inspired by the HBO Series Game of Thrones)]",29064,87305,"game of thrones, The Weeknd, sza, travis scott","game of thrones, The Weeknd, sza, travis scott",
SZA,Saturn - Acapella,Saturn,28714,93357,,,
SZA,Snooze - Sped Up,Unknown,28189,84457,,,
SZA,Wavy (Interlude) [feat. James Fauntleroy],Unknown,27859,296851,,,
SZA,Saturn - Instrumental,Saturn,20378,61590,,,
SZA,Kill Bill - Instrumental,Kill Bill,19758,56336,,,
SZA,Power is Power (feat. SZA & The Weeknd & Travis Scott),Unknown,19291,53028,"game of thrones, The Weeknd, sza, travis scott","game of thrones, The Weeknd, sza, travis scott",
SZA,The Other Side,Unknown,19026,100504,"Justin Timberlake, intricate melodic phrasing, extensive vamping, major key tonality, melodic songwriting","Justin Timberlake, intricate melodic phrasing, extensive vamping, major key tonality, melodic songwriting",
SZA,The Other Side (from Trolls World Tour) - Ovy On The Drums Remix,Unknown,18220,38816,,,
SZA,The Anonymous Ones - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Unknown,17421,70193,sza,sza,
SZA,The Anonymous Ones (SZA Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Dear Evan Hansen (Original Motion Picture Soundtrack),17023,61113,,,
SZA,The Other Side (from Trolls World Tour) - Oliver Heldens Remix,Unknown,15156,51081,future house,future house,
SZA,Power is Power,Unknown,14961,56444,"Daenerys Targaryen, Mother of Dragons, house Targaryen, heavy is the crown but never for a queen ah ah, sza the fkn queen","Daenerys Targaryen, Mother of Dragons, house Targaryen, heavy is the crown but never for a queen ah ah, sza the fkn queen",
SZA,Hit Different (feat. Ty Dolla $ign),Hit Different (feat. Ty Dolla $ign) - Single,13239,230926,"rnb, sza, ty dolla sign","rnb, sza, ty dolla sign",
SZA,Snooze - Instrumental,Unknown,6351,17134,,,
SZA,Babylon,Unknown,5187,27423,,,
SZA,Ice.Moon,S EP,4993,31447,"indie, soul, female vocalists, Psychedelic Soul, Dreamy","indie, soul, female vocalists, Psychedelic Soul, Dreamy",
SZA,Bed,SEE.SZA.RUN EP,4687,33447,"electronic, electronica, trip-hop, electropop, indie","electronic, electronica, trip-hop, electropop, indie",
SZA,Euphraxia,SEE.SZA.RUN EP,4502,29306,"alternative rnb, Psychedelic Soul, ethereal, Neo-Soul, dreamwave","alternative rnb, Psychedelic Soul, ethereal, Neo-Soul, dreamwave",
SZA,CASTLES,S EP,4026,24310,"electronic, female vocalists, refreshing, gem","electronic, female vocalists, refreshing, gem",
SZA,Advil,SEE.SZA.RUN EP,3987,25855,"trance, electronica, trip-hop, indie, hip hop","trance, electronica, trip-hop, indie, hip hop",
SZA,"Hit Different (feat. Ty Dolla $ign, The Neptunes & Pharrell Williams)",Unknown,3943,20413,,,
SZA,Time Travel Undone,SEE.SZA.RUN EP,3816,24629,"soul, Psychedelic Soul, dream pop, american, rnb","soul, Psychedelic Soul, dream pop, american, rnb",
SZA,Country,SEE.SZA.RUN EP,3732,24964,"electronic, electronica, electropop, indie, chill","electronic, electronica, electropop, indie, chill",
SZA,Crack Dreams,SEE.SZA.RUN EP,3712,22836,"Hip-Hop, rap, r&b, rnb","Hip-Hop, rap, r&b, rnb",
SZA,Aftermath,S EP,3620,21326,"electronica, indie, chill, soul, experimental","electronica, indie, chill, soul, experimental",
Billie Eilish,bad guy,Game Music,1284215,15216629,"electropop, pop, dance-pop, indie pop, 2019","electropop, pop, dance-pop, indie pop, 2019",
Billie Eilish,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,1165718,19715553,"alt-pop, Neo-Psychedelia, Sophisti-Pop, pop, pop rock","alt-pop, Neo-Psychedelia, Sophisti-Pop, pop, pop rock",
Billie Eilish,when the party's over,You Belong With Me,1143591,14619463,"pop, Ballad, 2010s, indie pop, alternative","pop, Ballad, 2010s, indie pop, alternative",
Billie Eilish,Happier Than Ever,Helloween,1085428,20139620,"rock, noise pop, electropop, pop, downtempo","rock, noise pop, electropop, pop, downtempo",
Billie Eilish,lovely (with Khalid),lovely (with Khalid),1078666,12244915,"indie, alternative, 2010s, pop, 13 reasons why","indie, alternative, 2010s, pop, 13 reasons why",
Billie Eilish,Lunch,Unknown,1035943,13017558,"pop rock, alternative dance, Post-punk revival, pop, indie rock","pop rock, alternative dance, Post-punk revival, pop, indie rock",
Billie Eilish,Everything I Wanted,Unknown,1030424,14757607,"indie pop, indie, pop, alternative, sad","indie pop, indie, pop, alternative, sad",
Billie Eilish,Ocean Eyes,Unknown,1015026,11221842,"indie, pop, indie pop, dream pop, alternative","indie, pop, indie pop, dream pop, alternative",
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Unknown,932288,12781088,"Soundtrack, sad, female vocalists, singer-songwriter, piano","Soundtrack, sad, female vocalists, singer-songwriter, piano",
Billie Eilish,you should see me in a crown,Summer Dance Party (Clean),876050,8948905,"pop, electropop, indie, alternative, electronic","pop, electropop, indie, alternative, electronic",
Billie Eilish,idontwannabeyouanymore,my boy,874583,9976719,"indie pop, indie, pop, 2010s, Billie Eilish","indie pop, indie, pop, 2010s, Billie Eilish",
Billie Eilish,CHIHIRO,HIT ME HARD AND SOFT,865870,12121127,"deep house, alt-pop, psychedelic pop, indietronica, outsider house","deep house, alt-pop, psychedelic pop, indietronica, outsider house",
Billie Eilish,Bellyache,Unknown,857257,9471231,"electropop, pop, indie, alternative, Billie Eilish","electropop, pop, indie, alternative, Billie Eilish",
Billie Eilish,bury a friend,Helloween,842167,9157682,"pop, electropop, alternative, 2010s, industrial","pop, electropop, alternative, 2010s, industrial",
Billie Eilish,therefore i am,Unknown,840417,9795782,"electropop, downtempo, Jazz-Pop, 2020, pop","electropop, downtempo, Jazz-Pop, 2020, pop",
Billie Eilish,i love you,You Belong With Me,840013,11269851,"pop, 2010s, indie pop, acoustic, Ballad","pop, 2010s, indie pop, acoustic, Ballad",
Billie Eilish,Wish You Were Gay,Unknown,777394,8130498,"2010s, electropop, pop, bedroom pop, 2019","2010s, electropop, pop, bedroom pop, 2019",
Billie Eilish,all the good girls go to hell,Now That's What I Call Music! Vol. 73,765053,7287646,"electropop, 2010s, pop, indie pop, 2019","electropop, 2010s, pop, indie pop, 2019",
